ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
100272026,Platinum OUG Residence,2021,RM 2 500 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Lift, Security, Gymnasium, Playground, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100271940,OHako,2019,RM 2 200 per month,Kuala Lumpur - Puchong,Service Residence,3,2,2,1002 sq.ft.,Fully Furnished,"Squash Court, Lift, Playground, Swimming Pool, Gymnasium, Security, Parking, Minimart, Tennis Court",,Kuala Lumpur
100271625,Setapak Green,2014,RM 1 799 per month,Kuala Lumpur - Setapak,Condominium,4,2,3,1362 sq.ft.,Partially Furnished,,,Kuala Lumpur
100271590,Mesra Villa @ Pandan Mesra,2007,RM 1 200 per month,Kuala Lumpur - Ampang,Apartment,3,1,2,871 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking",Cooking Allowed,Kuala Lumpur
100271684,Maxim Citilights,2017,RM 1 400 per month,Kuala Lumpur - Sentul,Condominium,3,1,1,1009 sq.ft.,Partially Furnished,"Security, Swimming Pool, Jogging Track, Multipurpose hall, Minimart, Playground",,Kuala Lumpur
100271677,Sky Awani Residensi,,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,800 sq.ft.,Fully Furnished,"Minimart, Sauna, Club house, Parking, Swimming Pool, Security, Jogging Track, Playground, Barbeque area",,Kuala Lumpur
100271675,Residensi Pandanmas 1,,RM 1 700 per month,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Jogging Track, Lift, Security, Playground, Parking, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98873544,,,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,865 sq.ft.,Partially Furnished,"Swimming Pool, Security, Gymnasium, Tennis Court, Parking, Playground, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98877518,,,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,5,2,3,2000 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
98906050,,,RM 2 000 per month,Kuala Lumpur - Cheras,Service Residence,1,1,2,762 sq.ft.,Fully Furnished,"Security, Tennis Court, Lift, Minimart, Playground, Swimming Pool, Jogging Track, Parking, Barbeque area, Sauna, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99000190,,,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1105 sq.ft.,Partially Furnished,"Jogging Track, Sauna, Gymnasium, Swimming Pool, Multipurpose hall, Playground, Parking, Security, Barbeque area, Lift, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
100271888,Sri Putramas,2004,RM 1 600 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100 sq.ft.,Not Furnished,"Tennis Court, Minimart, Playground, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Lift, Squash Court, Jogging Track, Club house, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
99831426,Sentul Point Suite Apartment,2020,RM 1 500 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,850 sq.ft.,Partially Furnished,"Parking, Minimart, Gymnasium, Squash Court, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
100271583,Desa Aman Puri,,RM 800 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,866 sq.ft.,Partially Furnished,Parking,,Kuala Lumpur
100271336,"SkyAwani 3 Residence, Setapak",2021,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,,2,800 sq.ft.,Partially Furnished,"Tennis Court, Lift, Minimart, Swimming Pool, Squash Court, Security, Barbeque area, Sauna, Jogging Track, Parking, Playground, Gymnasium",,Kuala Lumpur
97755210,The Mark,2015,RM 1 500 per month,Kuala Lumpur - Cheras,Service Residence,1,2,1,618 sq.ft.,Fully Furnished,"Sauna, Gymnasium, Jogging Track, Multipurpose hall, Security, Barbeque area, Club house, Parking, Playground, Minimart, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100271313,Residensi Seri Wahyu @ Jalan Kuching KL,,RM 1 200 per month,Kuala Lumpur - KL City,Apartment,3,1,2,805 sq.ft.,Partially Furnished,"Security, Swimming Pool, Minimart, Playground, Squash Court, Parking, Gymnasium, Jogging Track, Lift",Cooking Allowed,Kuala Lumpur
99210015,The Mark,2015,RM 2 000 per month,Kuala Lumpur - Cheras,Service Residence,2,2,2,833 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Security, Gymnasium, Club house, Jogging Track, Playground, Multipurpose hall, Parking, Lift, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99209832,The Mark,2015,RM 2 300 per month,Kuala Lumpur - Cheras,Service Residence,3,2,2,1166 sq.ft.,Fully Furnished,"Barbeque area, Club house, Gymnasium, Jogging Track, Multipurpose hall, Security, Playground, Sauna, Parking, Lift, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99209707,Ketumbar Hill,,RM 1 450 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100271405,Sentul Point Suite Apartment,,RM 1 500 per month,Kuala Lumpur - Sentul,Service Residence,3,2,2,1002 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100271544,Emerald Hills,2025,RM 2 300 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,893 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Parking, Jogging Track, Playground, Club house, Swimming Pool, Security, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100271535,Sri Ledang,,RM 1 500 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,1,2,1100 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Tennis Court, Playground, Security, Lift",Cooking Allowed,Kuala Lumpur
100271533,THE FENNEL AT SENTUL EAST,2017,RM 2 600 per month,Kuala Lumpur - Sentul,Condominium,3,2,3,1300 sq.ft.,Fully Furnished,,,Kuala Lumpur
100271530,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,,2,1100 sq.ft.,Not Furnished,"Swimming Pool, Security, Jogging Track, Parking, Minimart",Air-Cond,Kuala Lumpur
100271216,Sri Putramas,2004,RM 2 500 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,3,2,1050 sq.ft.,Fully Furnished,"Tennis Court, Sauna, Minimart, Playground, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100271247,Damansara Foresta,2016,RM 2 400 per month,Kuala Lumpur - Sri Damansara,Condominium,4,2,3,1500 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Sauna, Playground, Jogging Track, Club house, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
99205264,,,RM 1 500 per month,Kuala Lumpur - Jalan Kuching,Condominium,2,1,2,870 sq.ft.,Partially Furnished,"Playground, Gymnasium, Sauna, Minimart, Swimming Pool, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
99204518,,,RM 2 200 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1470 sq.ft.,Partially Furnished,"Playground, Gymnasium, Sauna, Minimart, Swimming Pool, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100091004,Pandan Ria Apartment (Block C),,RM 1 200 per month,Kuala Lumpur - KLCC,Apartment,4,,2,900 sq.ft.,Fully Furnished,,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100271205,Suasana Lumayan,2015,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,4,1,2,1142 sq.ft.,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
100270953,Enesta,2021,RM 1 700 per month,Kuala Lumpur - Kepong,Service Residence,3,2,2,953 sq.ft.,Not Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100271013,The Herz,2020,RM 1 500 per month,Kuala Lumpur - Kepong,Condominium,3,2,3,1144 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Multipurpose hall, Security, Playground, Lift, Barbeque area, Sauna, Parking, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100270977,Maxim Citilights,2017,RM 1 200 per month,Kuala Lumpur - Sentul,Condominium,2,,2,856 sq.ft.,Not Furnished,"Multipurpose hall, Minimart, Security, Playground, Jogging Track, Swimming Pool",,Kuala Lumpur
100175129,Maxim Citilights,2017,RM 1 340 per month,Kuala Lumpur - Sentul,Service Residence,3,,2,1100 sq.ft.,Partially Furnished,"Jogging Track, Minimart, Multipurpose hall, Swimming Pool, Security, Playground",,Kuala Lumpur
100271164,Enesta,2021,RM 2 000 per month,Kuala Lumpur - Kepong,Service Residence,3,2,2,1009 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100271159,Maxim Citilights,2017,RM 1 400 per month,Kuala Lumpur - Sentul,Service Residence,3,2,2,1009 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Security, Lift, Parking",Cooking Allowed,Kuala Lumpur
100270556,Flexus Signature Suites,,RM 1 200 per month,Kuala Lumpur - Jalan Kuching,Service Residence,1,1,1,600 sq.ft.,Partially Furnished,"Parking, Gymnasium, Security, Sauna, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100270601,Arte Mont Kiara,,RM 1 999 per month,Kuala Lumpur - Mont Kiara,Service Residence,1,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
93682976,Bangunan Wadi Rahmat,,RM 1 200 per month,Kuala Lumpur - Taman Melawati,Apartment,3,1,2,850 sq.ft.,Not Furnished,,,Kuala Lumpur
100270633,Winner Court A,,RM 1 000 per month,Kuala Lumpur - Desa Petaling,Condominium,3,1,2,765 sq.ft.,Partially Furnished,,,Kuala Lumpur
100270795,Platinum Splendor Residensi Semarak,2020,RM 1 400 per month,Kuala Lumpur - Keramat,Condominium,3,1,2,900 sq.ft.,Not Furnished,"Squash Court, Swimming Pool, Security, Gymnasium, Tennis Court, Lift, Sauna, Minimart, Playground, Parking",,Kuala Lumpur
100270785,PV18 Residence,,RM 1 800 per month,Kuala Lumpur - Setapak,Service Residence,3,1,3,1219 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area, Gymnasium",Cooking Allowed,Kuala Lumpur
100270738,United Point Residence @ North Kiara,2019,RM 1 800 per month,Kuala Lumpur - Kepong,Service Residence,3,1,2,829 sq.ft.,Partially Furnished,,,Kuala Lumpur
100270412,M Centura,2021,RM 1 200 per month,Kuala Lumpur - Sentul,Service Residence,2,1,1,646 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100270411,Taman Mastiara,,RM 900 per month,Kuala Lumpur - Jalan Ipoh,Apartment,3,,2,1100 sq.ft.,Not Furnished,"Jogging Track, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100270659,Eco Sky,2018,RM 2 000 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,2,1,2,904 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed",Kuala Lumpur
100270365,Iris Apartment (Taman Desa),,RM 950 per month,Kuala Lumpur - Taman Desa,Apartment,2,,1,650 sq.ft.,Partially Furnished,Security,,Kuala Lumpur
100270338,Sentrio Suites,2017,RM 2 100 per month,Kuala Lumpur - Desa Pandan,Service Residence,3,1,2,950 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99881849,KL Trillion,2014,RM 3 000 per month,Kuala Lumpur - KLCC,Service Residence,2,1,2,970 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Parking, Tennis Court, Squash Court, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100270030,Millerz Square @ Old Klang Road,2019,RM 2 200 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,2,2,900 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Sauna, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100269997,Millerz Square @ Old Klang Road,2019,RM 2 299 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,2,2,852 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Multipurpose hall, Sauna","Cooking Allowed, Air-Cond",Kuala Lumpur
100270254,Residency V,2017,RM 1 999 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,2,2,814 sq.ft.,Partially Furnished,"Barbeque area, Gymnasium, Security, Swimming Pool, Parking, Playground, Lift, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur
100269724,The Vyne,2017,RM 5 000 per month,Kuala Lumpur - Sungai Besi,Condominium,4,3,4,1449 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Club house, Minimart, Jogging Track, Multipurpose hall, Squash Court, Barbeque area, Sauna, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
98197830,,,RM 1 300 per month,Kuala Lumpur - Sungai Besi,Apartment,2,1,1,654 sq.ft.,Partially Furnished,"Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Sauna",,Kuala Lumpur
96923774,,,RM 4 800 per month,Kuala Lumpur - KLCC,Service Residence,2,1,2,990 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100269667,Abadi Indah,,RM 1 200 per month,Kuala Lumpur - Taman Desa,Condominium,3,1,2,950 sq.ft.,Partially Furnished,"Security, Swimming Pool, Tennis Court, Playground, Gymnasium, Parking, Minimart, Squash Court",,Kuala Lumpur
100186219,The Holmes,,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1018 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
100269470,Palace Court,2014,RM 3 300 per month,Kuala Lumpur - Kuchai Lama,Condominium,6,2,5,2497 sq.ft.,Partially Furnished,"Lift, Tennis Court, Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Sauna, Parking, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
99974300,Sunway Velocity,2014,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,4,,3,1000 sq.ft.,Partially Furnished,"Security, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100269229,Pavilion Residences,,RM 5 500 per month,Kuala Lumpur - Bukit Bintang,Condominium,2,1,2,1307 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100269182,Cengal Condominium,2001,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1080 sq.ft.,Fully Furnished,"Security, Playground, Parking",,Kuala Lumpur
96712671,,,RM 2 500 per month,Kuala Lumpur - KLCC,Condominium,1,,1,473 sq.ft.,Fully Furnished,"Security, Gymnasium, Sauna, Parking, Swimming Pool, Lift, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100269411,Royal Domain Sri Putramas 2,2007,RM 1 900 per month,Kuala Lumpur - Jalan Kuching,Service Residence,3,1,2,1295 sq.ft.,Fully Furnished,"Jogging Track, Sauna, Playground, Gymnasium, Tennis Court, Security, Minimart, Swimming Pool, Barbeque area, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100269407,Residensi Wangsamas,,RM 1 400 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,800 sq.ft.,Not Furnished,"Multipurpose hall, Parking, Security, Lift, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100269385,Endah Ria,2000,RM 1 500 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,945 sq.ft.,Fully Furnished,,,Kuala Lumpur
100269379,Aman Dua,,RM 950 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Minimart, Parking, Security",,Kuala Lumpur
100269366,Danau Impian,1997,RM 1 199 per month,Kuala Lumpur - Taman Desa,Condominium,3,1,2,946 sq.ft.,Partially Furnished,"Parking, Minimart, Playground, Sauna, Club house, Security, Swimming Pool, Gymnasium, Barbeque area",,Kuala Lumpur
100269363,Angkasa Condominiums,2005,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,928 sq.ft.,Fully Furnished,"Playground, Minimart, Parking, Gymnasium, Security, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100269360,Residensi Jalilmas,,RM 1 200 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,800 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Minimart, Parking",,Kuala Lumpur
100269107,Residensi Jalilmas,,RM 1 100 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Security, Parking, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100269097,Sri Rakyat Apartment,,RM 900 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,667 sq.ft.,Partially Furnished,"Minimart, Parking, Playground",,Kuala Lumpur
100269089,Sky Awani Residensi,,RM 1 800 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,800 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Minimart, Barbeque area, Parking, Security, Playground, Sauna, Club house, Lift","Cooking Allowed, Air-Cond",Kuala Lumpur
100269083,Lavile,2021,RM 2 700 per month,Kuala Lumpur - Cheras,Condominium,2,1,2,850 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Security, Barbeque area, Multipurpose hall",,Kuala Lumpur
100269078,Queensville,,RM 1 700 per month,Kuala Lumpur - Cheras,Studio,1,1,1,712 sq.ft.,Fully Furnished,,,Kuala Lumpur
100269319,Prima Setapak 2,,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1426 sq.ft.,Partially Furnished,"Barbeque area, Security, Playground, Parking, Swimming Pool, Gymnasium, Lift, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
100269315,Royal Regent (Sri Putramas 3),2013,RM 2 700 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1015 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Sauna, Minimart, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100269309,Lakeville Residence,2017,RM 2 000 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,978 sq.ft.,Partially Furnished,"Parking, Gymnasium, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
99972868,M Vertica,2023,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,4,2,3,1000 sq.ft.,Partially Furnished,"Parking, Jogging Track, Barbeque area, Multipurpose hall, Security, Lift, Playground, Tennis Court, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100268783,Titiwangsa Sentral,2011,RM 2 400 per month,Kuala Lumpur - Titiwangsa,Condominium,3,,2,1100 sq.ft.,Fully Furnished,"Security, Tennis Court, Barbeque area, Playground, Gymnasium, Squash Court, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100268704,MH Platinum Residency,,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1018 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100269006,Axis Residence,2010,RM 2 100 per month,Kuala Lumpur - Ampang,Service Residence,3,,1,700 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium","Air-Cond, Near KTM/LRT",Kuala Lumpur
100269002,Platinum Teratai Residence,2019,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,928 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100268956,Desa Satu,,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,,1,750 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Lift, Security",Cooking Allowed,Kuala Lumpur
100268634,Sky Awani Residensi,,RM 1 800 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,800 sq.ft.,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Club house, Security, Jogging Track, Playground, Lift, Multipurpose hall, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100268631,Boulevard Serviced Apartment,2014,RM 1 600 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,3,1,2,1009 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100268598,Brem Park 1,1980,RM 1 100 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,1100 sq.ft.,Fully Furnished,"Security, Minimart, Squash Court, Barbeque area, Swimming Pool, Jogging Track, Parking, Playground, Club house, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
100268570,Aster Green Residence,2022,RM 1 600 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,900 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking, Barbeque area, Multipurpose hall, Playground",,Kuala Lumpur
100268550,Titiwangsa Sentral,2011,RM 2 400 per month,Kuala Lumpur - Titiwangsa,Condominium,3,,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Barbeque area, Playground, Swimming Pool, Tennis Court, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100268549,Setia SKY Residences,2011,RM 4 200 per month,Kuala Lumpur - KLCC,Condominium,4,2,4,1380 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100268545,Delima J Apartment,,RM 1 300 per month,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,1000 sq.ft.,Fully Furnished,,,Kuala Lumpur
100268892,3 Towers,2015,RM 2 200 per month,Kuala Lumpur - Ampang Hilir,Condominium,2,,1,890 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool, Multipurpose hall, Gymnasium, Barbeque area",,Kuala Lumpur
100233419,Rampai Court,,RM 1 000 per month,Kuala Lumpur - Wangsa Maju,Apartment,2,2,1,600 sq.ft.,Not Furnished,"Playground, Parking, Security, Barbeque area",,Kuala Lumpur
99932458,Vista Langkawi @ PV18,,RM 1 600 per month,Kuala Lumpur - Setapak,Service Residence,3,1,2,926 sq.ft.,Not Furnished,,,Kuala Lumpur
100268870,288 Residences @ Kuchai Lama,2014,RM 1 700 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1215 sq.ft.,Partially Furnished,"Minimart, Sauna, Multipurpose hall, Barbeque area, Playground, Security, Swimming Pool, Gymnasium, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100268865,Residensi KepongMas,2020,RM 1 300 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,800 sq.ft.,Partially Furnished,Parking,Near KTM/LRT,Kuala Lumpur
100268859,M centura,,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,4,2,2,1001 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Barbeque area","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
100268842,Pearl Suria,2016,RM 3 000 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Jogging Track, Playground, Security, Gymnasium, Barbeque area, Multipurpose hall, Lift, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100171838,Savio Riana Dutamas Residence,2019,RM 1 300 per month,Kuala Lumpur - Segambut,Service Residence,1,1,1,653 sq.ft.,Partially Furnished,,,Kuala Lumpur
100268816,Mizumi Residences,2020,RM 1 400 per month,Kuala Lumpur - Kepong,Service Residence,4,2,2,932 sq.ft.,Not Furnished,"Multipurpose hall, Squash Court, Club house, Swimming Pool, Gymnasium, Lift, Security, Minimart, Jogging Track, Sauna, Playground, Tennis Court, Parking",,Kuala Lumpur
